state_name,county_name,zip_code,share_of_homes_in_negative_equity
Louisiana,Webster,71023,0.03010399639606476
Pennsylvania,Delaware,19079,0.030102547258138657
Iowa,Marshall,50234,0.03010033443570137
Iowa,Crawford,51439,0.03009575977921486
Iowa,Cedar,52358,0.03009575977921486
Minnesota,Mower,55909,0.030092593282461166
Illinois,Lake,60010,0.030084911733865738
Pennsylvania,Erie,16442,0.030082987621426582
Wisconsin,Jefferson,53538,0.030077427625656128
Iowa,Osceola,51354,0.030075188726186752
Iowa,Van Buren,52565,0.030075188726186752
Texas,Coleman,76882,0.030075188726186752
Wisconsin,Kenosha,53140,0.030070535838603973
Ohio,Wayne,44627,0.030069390311837196
Pennsylvania,Butler,16041,0.03006681427359581
Florida,Escambia,32502,0.030062394216656685
Michigan,Oakland,48381,0.030058810487389565
New York,Cayuga,13034,0.03005780279636383
New Jersey,Salem,08098,0.030047636479139328
Florida,Marion,34476,0.030047204345464706
Maryland,Saint Marys,20630,0.030042918398976326
Iowa,Cedar,52772,0.030040964484214783
Florida,Orange,34734,0.03004005365073681
Florida,Levy,32621,0.030036969110369682
Arkansas,White,72010,0.030036630108952522
North Carolina,Gates,27946,0.030035335570573807
Pennsylvania,York,17314,0.030031375586986542
Maryland,Frederick,21710,0.030021443963050842
Pennsylvania,Lackawanna,18509,0.03002028353512287
Pennsylvania,Westmoreland,15679,0.03001876175403595
Nebraska,Keith,69127,0.03001876175403595
Arkansas,Craighead,72416,0.03001876175403595
Ohio,Summit,44311,0.030015798285603523
New York,Suffolk,11702,0.0300139132887125
New York,Ulster,12404,0.030006522312760353
Ohio,Lorain,44001,0.030005106702446938
North Dakota,Traill,58038,0.029999999329447746
Pennsylvania,Fayette,15440,0.029999999329447746
Iowa,Clayton,52066,0.029999999329447746
Georgia,Marion,31058,0.029999999329447746
Colorado,Morgan,80649,0.029999999329447746
Ohio,Darke,45304,0.029996385797858238
Nebraska,Douglas,68152,0.02999178320169449
Utah,Iron,84720,0.029991552233695984
Florida,Volusia,32724,0.029990771785378456
New Jersey,Passaic,07480,0.02998296357691288
Missouri,Christian,65631,0.029981549829244614
Illinois,Tazewell,61554,0.029980598017573357
Missouri,Perry,63748,0.029978586360812187
Louisiana,Lincoln,71270,0.029973290860652924
Maryland,Kent,21620,0.029972752556204796
Illinois,Williamson,62949,0.029972752556204796
Illinois,Grundy,60474,0.029972752556204796
Missouri,Jefferson,63010,0.029969777911901474
Ohio,Lucas,43528,0.029969220981001854
North Carolina,Currituck,27965,0.02996254712343216
Virginia,Washington,24270,0.02996254712343216
Rhode Island,Providence,02916,0.02996254712343216
Iowa,Dallas,50220,0.02996005304157734
Illinois,Champaign,61864,0.029950082302093506
Arizona,Pinal,85132,0.029943350702524185
Michigan,Monroe,48166,0.029941780492663383
Minnesota,Yellow Medicine,56280,0.02994011901319027
Hawaii,Hawaii,96749,0.02993779070675373
New Jersey,Monmouth,07704,0.029937228187918663
Iowa,Benton,52332,0.029931973665952682
Maryland,Frederick,21769,0.029930002987384796
New York,Monroe,14514,0.02992957830429077
Tennessee,Bedford,37180,0.02992957830429077
Florida,Manatee,34203,0.029927469789981842
Iowa,Franklin,50441,0.02992633543908596
Michigan,Montcalm,48885,0.029925186187028885
New York,Ulster,12446,0.029924072325229645
Massachusetts,Worcester,01588,0.029920212924480438
Oklahoma,Cherokee,74471,0.029914529994130135
Indiana,Hancock,46117,0.029914529994130135
Pennsylvania,Lackawanna,18411,0.029904615134000778
Connecticut,New Haven,06443,0.02990397810935974
Ohio,Clark,45504,0.02990204468369484
Tennessee,Cannon,37016,0.029900332912802696
Maryland,Baltimore,21208,0.02989298664033413
Ohio,Union,43060,0.02988792024552822
Oklahoma,Beckham,73644,0.029886431992053986
Pennsylvania,Erie,16441,0.0298759862780571
California,Butte,95968,0.02987421303987503
South Carolina,Lexington,29160,0.02987372875213623
Oklahoma,Mayes,74337,0.029873039573431015
Pennsylvania,Luzerne,18709,0.029865125194191933
New York,Nassau,11561,0.029864676296710968
New Jersey,Gloucester,08085,0.029862413182854652
Virginia,Hanover,23069,0.02986161597073078
California,San Bernardino,92394,0.029857497662305832
Minnesota,Clay,56552,0.02985074557363987
Kansas,Leavenworth,66020,0.02985074557363987
North Dakota,Oliver,58530,0.02985074557363987
Ohio,Pickaway,43156,0.02985074557363987
Louisiana,Caddo,71033,0.02985074557363987
California,Calaveras,95232,0.02985074557363987
Kentucky,Calloway,42049,0.02985074557363987
Missouri,Clay,64166,0.02985074557363987
New York,Nassau,11010,0.02984650433063507
Ohio,Lucas,43610,0.029842931777238846
Nebraska,Saline,68465,0.02983425371348858
Tennessee,Davidson,37207,0.029830846935510635
Arkansas,Benton,72761,0.029828261584043503
Wyoming,Fremont,82649,0.02982107363641262
Illinois,Rock Island,61284,0.029816513881087303
Arizona,Pima,85747,0.029813142493367195
Michigan,Lapeer,48428,0.02981303632259369
Minnesota,Carver,55397,0.02980472706258297
Michigan,Kalamazoo,49009,0.02980179712176323
Florida,Nassau,32046,0.029796987771987915
New York,Nassau,11762,0.029792919754981995
New York,Nassau,11803,0.029790403321385384
New York,Broome,13777,0.029787234961986542
Wisconsin,Marathon,54427,0.029787234961986542
Ohio,Hamilton,45242,0.029783394187688828
Oklahoma,Oklahoma,73141,0.029783394187688828
Missouri,Lafayette,64071,0.02977667562663555
Arizona,Pima,85743,0.029771888628602028
Connecticut,Tolland,06043,0.02977139875292778
Alabama,Shelby,35051,0.02976791188120842
Nebraska,Saline,68343,0.02976190485060215
New Hampshire,Strafford,03852,0.02976190485060215
Florida,Polk,33880,0.029744289815425873
Massachusetts,Bristol,02718,0.029743127524852753
Massachusetts,Essex,01950,0.029741862788796425
Maryland,Harford,21028,0.029739776626229286
Nebraska,Otoe,68454,0.029739776626229286
Illinois,Winnebago,61101,0.029739253222942352
New York,Nassau,11579,0.02973760850727558
California,Fresno,93704,0.029732290655374527
Pennsylvania,Luzerne,18704,0.029729729518294334
Michigan,Wayne,48186,0.02972801961004734
New Jersey,Atlantic,08406,0.02972000651061535
Pennsylvania,Lackawanna,18504,0.029718875885009766
Mississippi,Madison,39110,0.029713699594140053
Iowa,Jasper,50232,0.029702970758080482
Oklahoma,Payne,74032,0.029702970758080482
California,Tulare,93272,0.029702970758080482
Maryland,Baltimore,21117,0.029697010293602943
Kentucky,Meade,40142,0.029692471027374268
Michigan,Oakland,48380,0.0296916626393795
Florida,Pinellas,33760,0.029691487550735474
District of Columbia,District of Columbia,20018,0.02968749962747097
Nebraska,Adams,68955,0.02968749962747097
New Mexico,Sandoval,87144,0.02968411333858967
Illinois,McHenry,60051,0.029681025072932243
Pennsylvania,Butler,16040,0.029680365696549416
Connecticut,Hartford,06109,0.029679901897907257
North Carolina,Bertie,27983,0.029679272323846817
Iowa,Shelby,51537,0.02967788651585579
Virginia,Culpeper,22714,0.029673591256141663
Ohio,Allen,45817,0.029673591256141663
New Hampshire,Grafton,03574,0.029669588431715965
Illinois,Jackson,62958,0.029666254296898842
Kentucky,Floyd,41666,0.029661016538739204
Kansas,Jefferson,66097,0.029661016538739204
Missouri,Franklin,63080,0.02965838462114334
California,Kern,93311,0.029657337814569473
Oklahoma,Oklahoma,73025,0.029651740565896034
Illinois,Winnebago,61102,0.029648320749402046
Ohio,Geauga,44021,0.029645314440131187
Kentucky,Hardin,42740,0.029639175161719322
Wisconsin,Milwaukee,53208,0.029638972133398056
Massachusetts,Barnstable,02532,0.029638590291142464
Michigan,Lenawee,49236,0.029638411477208138
New Jersey,Middlesex,07080,0.029636459425091743
Iowa,Linn,52328,0.029635902494192123
Arkansas,Lonoke,72176,0.02963567152619362
Kentucky,Christian,42254,0.029629629105329514
Connecticut,New Haven,06712,0.029629629105329514
Florida,Orange,32709,0.029622063040733337
Maryland,Anne Arundel,21403,0.029619410634040833
Maryland,Saint Marys,20636,0.029613960534334183
Illinois,Vermilion,61865,0.02961275540292263
New York,Orange,10941,0.029609691351652145
Arizona,Maricopa,85016,0.02960781194269657
Michigan,Monroe,48144,0.02960682101547718
Georgia,Fulton,30354,0.02960606850683689
New York,Albany,12023,0.029605263844132423
Louisiana,Caddo,71060,0.029602888971567154
Illinois,Madison,62084,0.029595015570521355
Arkansas,Boone,72601,0.02958676405251026
Minnesota,Cottonwood,56118,0.02958579920232296
North Dakota,Cass,58059,0.02958579920232296
New Hampshire,Carroll,03817,0.02958579920232296
Pennsylvania,Bedford,15534,0.02958579920232296
Ohio,Trumbull,44402,0.02958015352487564
Massachusetts,Hampshire,01038,0.029574861750006676
Iowa,Linn,52411,0.029566360637545586
Missouri,Saint Louis,63124,0.029554003849625587
New Hampshire,Belknap,03276,0.029550032690167427
New York,Oneida,13363,0.029542097821831703
California,Imperial,92281,0.029535865411162376
Ohio,Washington,45729,0.029527559876441956
California,Fresno,93625,0.02952646277844906
California,Los Angeles,90265,0.029526237398386
Wisconsin,Marathon,54403,0.029520295560359955
Minnesota,Carlton,55707,0.029520295560359955
Wisconsin,Brown,54311,0.02951997146010399
Michigan,Wayne,48141,0.029519032686948776
Massachusetts,Plymouth,02045,0.029512835666537285
Missouri,Franklin,63072,0.0295092836022377
Pennsylvania,Erie,16511,0.029509030282497406
New Jersey,Sussex,07419,0.02949925698339939
Oregon,Jackson,97524,0.029498044401407242
Michigan,Oakland,48442,0.029492080211639404
California,Monterey,93907,0.029487842693924904
New Jersey,Ocean,08724,0.029487717896699905
Missouri,Crawford,65535,0.029487179592251778
Georgia,Chatham,31404,0.029482487589120865
Alabama,Tuscaloosa,35475,0.029478803277015686
California,Butte,95948,0.029477020725607872
Arkansas,Grant,72057,0.0294736847281456
Iowa,Clinton,52777,0.0294736847281456
Illinois,McHenry,60180,0.0294736847281456
Florida,Miami-Dade,33186,0.02947300300002098
Connecticut,Hartford,06033,0.029468785971403122
Ohio,Lake,44077,0.029456082731485367
North Dakota,Traill,58257,0.029453014954924583
Florida,Hernando,34604,0.029451439157128334
Pennsylvania,Clearfield,16878,0.029449423775076866
Florida,Orange,32805,0.029449190944433212
Wyoming,Lincoln,83110,0.029448620975017548
Ohio,Montgomery,45417,0.029446041211485863
Ohio,Geauga,44024,0.029445728287100792
Louisiana,Tangipahoa,70444,0.029445074498653412
Iowa,Palo Alto,51358,0.029442692175507545
Georgia,Greene,30642,0.0294398982077837
Minnesota,Otter Tail,56586,0.029436500743031502
North Carolina,Rowan,28071,0.029431438073515892
Michigan,Wayne,48173,0.02942449226975441
New York,Monroe,14467,0.02942182682454586
New York,Queens,11426,0.029417650774121284
Florida,Indian River,32967,0.029417311772704124
Tennessee,Rutherford,37118,0.029411764815449715
California,San Bernardino,92327,0.029411764815449715
Ohio,Greene,45307,0.029411764815449715
New York,Saratoga,12884,0.029411764815449715
Colorado,Prowers,81092,0.029411764815449715
North Dakota,Cass,58052,0.029411764815449715
Pennsylvania,Monroe,18333,0.029411764815449715
Pennsylvania,Monroe,18325,0.029411764815449715
Montana,Granite,59832,0.029411764815449715
Illinois,Ford,60946,0.029411764815449715
Maryland,Washington,21756,0.029411764815449715
Michigan,Saint Joseph,49066,0.029411764815449715
Kentucky,Jackson,40486,0.029411764815449715
Colorado,Pitkin,81656,0.029411764815449715
California,Alameda,94607,0.02940165065228939
Georgia,Richmond,30906,0.029399411752820015
Wisconsin,Waukesha,53089,0.029396770521998405
California,Placer,95631,0.02938706986606121
Michigan,Clinton,48822,0.02936507947742939
California,Santa Barbara,93458,0.029364654794335365
Pennsylvania,Franklin,17268,0.029363449662923813
Ohio,Medina,44253,0.02936241589486599
Massachusetts,Barnstable,02649,0.029361998662352562
Wisconsin,Waukesha,53058,0.029360966756939888
Ohio,Stark,44662,0.029359202831983566
Wisconsin,Pierce,54022,0.029358897358179092
Arkansas,Garland,71964,0.02935665287077427
Michigan,Van Buren,49090,0.029347198083996773
Ohio,Putnam,45877,0.02934272214770317
Kentucky,Fayette,40502,0.02933417819440365
Nebraska,Seward,68434,0.029332434758543968
Minnesota,Saint Louis,55807,0.029331885278224945
Kentucky,Magoffin,41465,0.029331514611840248
Ohio,Columbiana,44408,0.02932996116578579
North Carolina,Forsyth,27023,0.02932664565742016
Iowa,Polk,50327,0.029318541288375854
Minnesota,Rice,55021,0.029317010194063187
Ohio,Lucas,43537,0.029310014098882675
Iowa,Jefferson,52556,0.02930678240954876
Florida,Brevard,32935,0.029304996132850647
Maryland,Baltimore,21234,0.02930421009659767
Tennessee,Gibson,38316,0.02929532900452614
New York,Nassau,11518,0.02929261513054371
Louisiana,Calcasieu,70601,0.029292438179254532
Iowa,Pottawattamie,51501,0.029292035847902298
Colorado,Arapahoe,80010,0.029289215803146362
Louisiana,Calcasieu,70633,0.029288703575730324
Iowa,Monona,51572,0.029288703575730324
Pennsylvania,Northumberland,17772,0.029288703575730324
Iowa,Iowa,52316,0.029275808483362198
North Carolina,Hertford,27986,0.029275808483362198
New York,Nassau,11791,0.029272546991705894
New Jersey,Morris,07976,0.02926829271018505
Massachusetts,Bristol,02714,0.02926829271018505
New Hampshire,Strafford,03867,0.02926364541053772
Pennsylvania,Lehigh,18066,0.029259895905852318
Connecticut,Middlesex,06441,0.02925659529864788
New York,Bronx,10456,0.029255319386720657
Illinois,Saint Clair,62269,0.029248874634504318
Virginia,Hampton City,23664,0.029243623837828636
Nebraska,York,68316,0.02923976629972458
Colorado,Elbert,80101,0.02923976629972458
Maryland,Talbot,21647,0.02923976629972458
Mississippi,DeSoto,38641,0.02923264354467392
Maryland,Frederick,21777,0.029230769723653793
Texas,Navarro,76626,0.02922755666077137
New York,Cayuga,13021,0.02922254055738449
Washington,Clark,98629,0.029221778735518456
Iowa,Howard,52155,0.02922077849507332
Florida,Orange,34760,0.029197080060839653
Iowa,Wapello,52554,0.029197080060839653
California,Plumas,96129,0.029197080060839653
New York,Monroe,14607,0.02919062413275242
Missouri,Stone,65681,0.029184037819504738
South Carolina,Oconee,29643,0.0291750505566597
Louisiana,Ouachita,71291,0.02917414717376232
Michigan,Wayne,48111,0.029172681272029877
South Carolina,Charleston,29449,0.029169121757149696
Minnesota,Ramsey,55117,0.02915644459426403
Nebraska,Seward,68405,0.029154518619179726
Florida,Lake,34715,0.02915194258093834
Florida,Santa Rosa,32565,0.02915019728243351
Florida,Hillsborough,33606,0.029148409143090248
Wisconsin,Milwaukee,53206,0.029147982597351074
Florida,Clay,32065,0.02914637140929699
New Hampshire,Merrimack,03243,0.02914389781653881
New York,Saratoga,12833,0.02914285659790039
Florida,Putnam,32177,0.029138827696442604
Michigan,Jackson,49234,0.02913825213909149
Louisiana,Livingston,70754,0.029128672555088997
Iowa,Guthrie,50048,0.029126213863492012
California,Yolo,95697,0.029126213863492012
Iowa,Ringgold,50863,0.029126213863492012
Illinois,Logan,62543,0.029126213863492012
Kentucky,Pike,41512,0.029126213863492012
New York,Queens,11379,0.02911495231091976
Kansas,Wabaunsee,66401,0.029113924130797386
Iowa,Woodbury,51016,0.029112081974744797
Illinois,Adams,62305,0.029110822826623917
Minnesota,Blue Earth,56065,0.029103608801960945
Arizona,Pima,85711,0.02909812331199646
Texas,Harris,77025,0.029095422476530075
Florida,Orange,32804,0.029094260185956955
Massachusetts,Barnstable,02644,0.029093369841575623
Illinois,Bureau,61329,0.02909090928733349
Ohio,Paulding,45813,0.029085872694849968
Illinois,Knox,61467,0.029082773253321648
New Jersey,Somerset,08823,0.029080118983983994
Ohio,Warren,45036,0.029078878462314606
Missouri,Saint Louis,63131,0.029076922684907913
South Carolina,Charleston,29407,0.02907124161720276
Missouri,Lafayette,64001,0.029069768264889717
Pennsylvania,Lawrence,16112,0.029069768264889717
Georgia,Monroe,31029,0.029058396816253662
Iowa,Louisa,52738,0.029053421691060066
Missouri,Franklin,63090,0.02905106544494629
Louisiana,Webster,71039,0.029050279408693314
Maryland,Baltimore City,21205,0.029047619551420212
Illinois,Montgomery,62051,0.029045643284916878
Texas,Milam,76556,0.029045643284916878
Massachusetts,Hampshire,01033,0.029042046517133713
Ohio,Franklin,43222,0.02903946302831173
Florida,Marion,34471,0.02903919667005539
New Jersey,Middlesex,08904,0.029033321887254715
Iowa,Webster,50516,0.029032258316874504
Wisconsin,Saint Croix,54016,0.029029857367277145
Pennsylvania,Mercer,16145,0.029020555317401886
Iowa,Buchanan,50629,0.02901785634458065
Ohio,Trumbull,44404,0.02901785634458065
Ohio,Mahoning,44401,0.029013538733124733
Illinois,Cook,60007,0.029011059552431107
Nevada,Clark,89145,0.029008109122514725
New Jersey,Bergen,07620,0.02900763414800167
Massachusetts,Plymouth,02379,0.02900378219783306
Ohio,Stark,44632,0.029002320021390915
Ohio,Columbiana,44431,0.02900051698088646
Ohio,Defiance,43536,0.028985507786273956
Kentucky,Henry,40068,0.028985507786273956
Michigan,Saint Clair,48027,0.028985507786273956
North Dakota,Bottineau,58384,0.028985507786273956
Delaware,Kent,19943,0.028976697474718094
Michigan,Wayne,48135,0.02897500991821289
Ohio,Fulton,43502,0.02897278405725956
Florida,Okaloosa,32541,0.028967175632715225
Pennsylvania,Westmoreland,15632,0.02896512858569622
Florida,Duval,32233,0.028964422643184662
Arizona,Maricopa,85027,0.028960509225726128
Pennsylvania,Lackawanna,18452,0.028958719223737717
New Jersey,Hudson,07093,0.028957759961485863
New York,Queens,11366,0.028953837230801582
Wyoming,Teton,83025,0.028953230008482933
Arkansas,Boone,72633,0.028950542211532593
Florida,Gulf,32456,0.02894771099090576
Kansas,Johnson,66206,0.02894606627523899
Iowa,Wright,50533,0.028944380581378937
Florida,Walton,32459,0.028941916301846504
Arkansas,Washington,72701,0.028939489275217056
California,Amador,95669,0.028935184702277184
California,Contra Costa,94509,0.028928373008966446
New York,Nassau,11758,0.028928223997354507
New Jersey,Atlantic,08241,0.028925620019435883
Ohio,Portage,44255,0.028915662318468094
Florida,Miami-Dade,33145,0.028913017362356186
California,Glenn,95951,0.028911564499139786
Michigan,Monroe,48145,0.02890932932496071
New York,Westchester,10580,0.02890816144645214
Arizona,Yavapai,86343,0.028901733458042145
Kentucky,Jefferson,40211,0.028886999934911728
Florida,Wakulla,32358,0.028883684426546097
Ohio,Shelby,45302,0.02887844108045101
Pennsylvania,Delaware,19082,0.02887682057917118
Ohio,Stark,44643,0.02887391671538353
Florida,Duval,32277,0.028872912749648094
New York,New York,10013,0.02886631153523922
New York,Orange,12520,0.0288640595972538
Florida,Manatee,34209,0.028852373361587524
Massachusetts,Essex,01930,0.028852002695202827
Michigan,Kent,49331,0.028847815468907356
California,San Bernardino,92307,0.028846940025687218
Kentucky,Bourbon,40348,0.028846153989434242
Georgia,Washington,31094,0.028846153989434242
Tennessee,Hamilton,37351,0.028846153989434242
Oklahoma,Atoka,74555,0.028846153989434242
Illinois,Madison,62018,0.028838658705353737
Ohio,Clark,45505,0.02883811667561531
Ohio,Butler,45013,0.02883685939013958
Iowa,Cass,51535,0.02883506380021572
New York,Albany,12208,0.028829148039221764
Georgia,Fulton,30363,0.028827674686908722
Virginia,Fairfax,22101,0.02882298454642296
Nevada,Clark,89128,0.02882133610546589
New York,Suffolk,11934,0.02881944365799427
California,Trinity,96052,0.028818443417549133
Pennsylvania,Mercer,16125,0.028817733749747276
Florida,Orange,32828,0.028817301616072655
Louisiana,Lafourche,70374,0.02881002053618431
Wisconsin,Marathon,54411,0.02880921959877014
Illinois,Cook,60464,0.028808720409870148
California,Stanislaus,95319,0.02880658395588398
Ohio,Washington,45786,0.02880658395588398
Minnesota,Becker,56521,0.02880658395588398
Iowa,Warren,50001,0.02880658395588398
New York,Nassau,11771,0.02880379557609558
Ohio,Mahoning,44443,0.02879999950528145
Louisiana,West Baton Rouge,70767,0.028799377381801605
Iowa,Plymouth,51031,0.028798410668969154
Wisconsin,Pierce,54003,0.028795812278985977
Indiana,Howard,46901,0.02879026159644127
Virginia,King George,22485,0.028789257630705833
Wisconsin,Dane,53715,0.02878228761255741
Pennsylvania,Allegheny,15218,0.028776979073882103
Minnesota,Dakota,55031,0.028776979073882103
Ohio,Fairfield,43107,0.028776979073882103
New York,Suffolk,11970,0.028776979073882103
Alabama,Montgomery,36036,0.028767123818397522
Iowa,Greene,50107,0.028761062771081924
New York,Suffolk,11763,0.028760556131601334
New York,Suffolk,11939,0.028753994032740593
Pennsylvania,Northumberland,17017,0.028753994032740593
Rhode Island,Providence,02831,0.028743315488100052
Michigan,Genesee,48420,0.028739778324961662
Ohio,Darke,45308,0.028739003464579582
New York,Westchester,10536,0.028735632076859474
Oklahoma,Kingfisher,73750,0.02873346023261547
Ohio,Portage,44288,0.028731046244502068
Missouri,Saint Louis,63132,0.02873051166534424
Florida,Duval,32224,0.028727304190397263
Maryland,Charles,20646,0.028723251074552536
New York,Cayuga,13071,0.02872062660753727
Pennsylvania,Indiana,15742,0.02872062660753727
Minnesota,Wilkin,56579,0.02872062660753727
Washington,Snohomish,98241,0.028717948123812675
Pennsylvania,Butler,16025,0.028714677318930626
Nebraska,Washington,68029,0.028708133846521378
Maryland,Saint Marys,20687,0.028708133846521378
Illinois,Cook,60068,0.028705602511763573
Wisconsin,Racine,53185,0.028702490031719208
Illinois,Cook,60053,0.028699826449155807
Maryland,Charles,20637,0.028698664158582687
California,Alameda,94601,0.028692742809653282
Connecticut,Middlesex,06426,0.028688523918390274
New Jersey,Cape May,08230,0.02867528237402439
Oklahoma,Grady,73082,0.02867383509874344
Maryland,Frederick,21773,0.028672032058238983
Hawaii,Hawaii,96738,0.028669442981481552
California,Siskiyou,96064,0.02865329571068287
Ohio,Warren,45152,0.028652051463723183
Illinois,Warren,61473,0.02864583395421505
Massachusetts,Hampden,01095,0.028641417622566223
New York,Nassau,11596,0.028632348403334618
Maryland,Baltimore City,21202,0.02863141894340515
Georgia,Berrien,31622,0.028629856184124947
Pennsylvania,Clearfield,16661,0.028622539713978767
New York,Suffolk,11958,0.028622539713978767
Wisconsin,Kenosha,53144,0.028618602082133293
Colorado,Weld,80642,0.028615621849894524
North Carolina,Harnett,27521,0.02861163206398487
Missouri,Saint Louis City,63115,0.028610695153474808
North Carolina,Wake,27608,0.028610046952962875
Rhode Island,Kent,02827,0.02860858291387558
Maryland,Anne Arundel,20764,0.028607487678527832
Arkansas,Saline,72015,0.028605591505765915
Pennsylvania,Dauphin,17103,0.028604449704289436
Florida,Duval,32257,0.0286012701690197
Pennsylvania,Perry,17053,0.02858627773821354
Florida,Sarasota,34232,0.028586125001311302
Arizona,Pima,85741,0.028579676523804665
Florida,Palm Beach,33401,0.028578873723745346
Florida,Gilchrist,32619,0.02857142873108387
Massachusetts,Essex,01929,0.02857142873108387
Oregon,Polk,97371,0.02857142873108387
Washington,Spokane,99031,0.02857142873108387
Iowa,Mills,51551,0.02857142873108387
California,Lassen,96113,0.02857142873108387
Iowa,Sac,51433,0.02857142873108387
Indiana,Porter,46393,0.02857142873108387
Florida,Lake,34705,0.02857142873108387
Colorado,Weld,80623,0.02857142873108387
Kentucky,Henderson,42458,0.02857142873108387
Iowa,Kossuth,50556,0.02857142873108387
Wisconsin,Wood,54475,0.02857142873108387
Nebraska,Seward,68330,0.02857142873108387
Arizona,Maricopa,85337,0.02857142873108387
Nebraska,Wayne,68740,0.02857142873108387
Massachusetts,Norfolk,02189,0.02856479398906231
Illinois,DuPage,60540,0.02856140397489071
Illinois,McHenry,60081,0.02855736017227173
Maryland,Harford,21009,0.02855568751692772
Kentucky,Jefferson,40208,0.028553884476423264
Arizona,Mohave,86401,0.028552565723657608
Illinois,Winnebago,61080,0.02854957990348339
Minnesota,Hennepin,55424,0.02854645997285843
Massachusetts,Plymouth,02364,0.028545740991830826
Ohio,Clinton,45159,0.028545118868350983
Iowa,Butler,50619,0.028544243425130844
Ohio,Warren,45068,0.028543783351778984
North Carolina,Mecklenburg,28208,0.028532838448882103
New York,Suffolk,11752,0.028530670329928398
Virginia,Loudoun,20141,0.028525512665510178
Ohio,Logan,43318,0.028522038832306862
Iowa,Lee,52658,0.028520498424768448
South Carolina,Clarendon,29111,0.028520498424768448
California,Amador,95640,0.028516501188278198
California,Riverside,92509,0.028503136709332466
Florida,Washington,32427,0.02849740907549858
Iowa,Marion,50219,0.02848445251584053
Ohio,Mercer,45882,0.02847571112215519
Massachusetts,Worcester,01430,0.02846580371260643
Ohio,Clermont,45106,0.02846534736454487
Arizona,Yuma,85336,0.02846003882586956
Ohio,Paulding,45880,0.028459273278713226
New York,Monroe,14586,0.028457598760724068
Ohio,Clermont,45120,0.028455285355448723
Minnesota,Kandiyohi,56282,0.028455285355448723
Pennsylvania,Lackawanna,18505,0.028455285355448723
Michigan,Oakland,48382,0.02844192646443844
New Jersey,Passaic,07014,0.0284414105117321
Wisconsin,Pierce,54723,0.028436018154025078
West Virginia,Marshall,26055,0.028436018154025078
Alaska,Haines,99827,0.028436018154025078
New York,Kings,11232,0.028436018154025078
Kentucky,Floyd,41645,0.028436018154025078
New York,Suffolk,11729,0.02843426913022995
North Carolina,Mecklenburg,28211,0.02843095362186432
Pennsylvania,Bradford,18850,0.02842809446156025
Ohio,Trumbull,44418,0.028423773124814034
North Carolina,Swain,28702,0.028423773124814034
Arkansas,Greene,72436,0.02841918356716633
Iowa,Butler,50602,0.02841677889227867
California,Plumas,95947,0.028409091755747795
Nebraska,Gage,68328,0.028409091755747795
New Hampshire,Rockingham,03865,0.028409091755747795
Illinois,Champaign,61840,0.028409091755747795
California,Siskiyou,96025,0.028409091755747795
Rhode Island,Providence,02825,0.02840300090610981
Kentucky,Nelson,40013,0.028398510068655014
Illinois,Cook,60616,0.028397180140018463
Minnesota,Goodhue,55027,0.028395062312483788
Kentucky,Ballard,42087,0.028391167521476746
Nevada,Clark,89108,0.02838161028921604
California,Plumas,96122,0.028378378599882126
Arkansas,Faulkner,72106,0.02837454341351986
Oklahoma,Carter,73463,0.028373701497912407
Tennessee,Smith,38552,0.028368793427944183
New York,Suffolk,11961,0.02835795469582081
Texas,Comal,78132,0.028354190289974213
Georgia,Rockdale,30094,0.028353141620755196
Georgia,Thomas,31773,0.028352489694952965
Illinois,Kane,60175,0.0283520370721817
Iowa,Chickasaw,50658,0.02834799699485302
New York,Cayuga,13081,0.028340080752968788
Massachusetts,Worcester,01529,0.028336379677057266
California,San Joaquin,95330,0.028329484164714813
Louisiana,Calcasieu,70611,0.02832629717886448
Illinois,Lee,61310,0.028324155136942863
Florida,Duval,32205,0.028323698788881302
Illinois,Cook,60201,0.028323596343398094
Kentucky,Campbell,41075,0.028315674513578415
North Carolina,Hertford,27818,0.028312571346759796
New Hampshire,Hillsborough,03440,0.028309741988778114
Louisiana,Lafayette,70583,0.028309104964137077
New Jersey,Morris,07836,0.02830769307911396
Oklahoma,Delaware,74344,0.028305204585194588
Wisconsin,Waukesha,53072,0.02830495685338974
Utah,Summit,84061,0.028301887214183807
Colorado,Weld,80652,0.028301887214183807
California,Fresno,93651,0.028301887214183807
Minnesota,Todd,56437,0.028301887214183807
Oklahoma,Creek,74010,0.028296850621700287
California,San Bernardino,92322,0.028288543224334717
New York,Suffolk,11782,0.02828802354633808
Minnesota,Lincoln,56136,0.02828618884086609
New Jersey,Mercer,08542,0.02828054316341877
California,Kern,93312,0.028280170634388924
Illinois,Lake,60044,0.02827763557434082
Arizona,Pinal,85119,0.02827630750834942
Louisiana,Orleans,70116,0.0282738097012043
Arizona,Maricopa,85012,0.028271405026316643
Ohio,Shelby,45340,0.02826855145394802
Arizona,Maricopa,85020,0.02826532907783985
Pennsylvania,Monroe,18332,0.0282574575394392
Maryland,Calvert,20689,0.0282574575394392
New Jersey,Morris,07960,0.028249960392713547
Nebraska,Seward,68439,0.028248587623238564
Ohio,Ross,45644,0.028248587623238564
Oklahoma,Stephens,73055,0.02824702300131321
Oklahoma,Rogers,74019,0.028239963576197624
New Jersey,Monmouth,07756,0.02823920175433159
Massachusetts,Essex,01970,0.028237754479050636
