state_name,county_name,zip_code,pct_homes_negative_equity
Delaware,New Castle,19730,4.46
New York,Nassau,11553,4.46
Connecticut,Hartford,06090,4.45
California,Santa Barbara,93254,4.45
Iowa,Carroll,51401,4.45
New York,Kings,11222,4.45
Maryland,Worcester,21841,4.45
Virginia,Suffolk City,23436,4.45
Ohio,Summit,44314,4.45
Wisconsin,Sauk,53588,4.45
Wisconsin,Sauk,53913,4.45
Ohio,Hancock,45858,4.45
Iowa,Butler,50665,4.45
Pennsylvania,Perry,17062,4.45
Maryland,Anne Arundel,21061,4.44
Arizona,Pima,85645,4.44
New York,Kings,11243,4.44
Connecticut,Windham,06247,4.44
Georgia,Turner,31790,4.44
Maryland,Washington,21722,4.44
Virginia,Spotsylvania,22407,4.44
Maryland,Worcester,21813,4.44
Tennessee,Davidson,37208,4.44
Connecticut,New Haven,06451,4.44
Missouri,DeKalb,64474,4.44
Illinois,La Salle,60551,4.43
California,Los Angeles,90222,4.43
Ohio,Putnam,45856,4.43
Iowa,Fayette,52141,4.43
Arkansas,Independence,72501,4.43
Iowa,Clayton,52157,4.43
Wisconsin,Milwaukee,53218,4.43
Michigan,Wayne,48127,4.43
Illinois,Madison,62294,4.43
New York,Chautauqua,14742,4.42
Florida,Polk,33851,4.42
Florida,Lee,33909,4.42
Arkansas,Saline,72122,4.42
Maryland,Somerset,21853,4.42
Illinois,Tazewell,61721,4.42
Ohio,Fulton,43521,4.42
Florida,Seminole,32771,4.42
Illinois,Boone,61008,4.42
Illinois,Will,60436,4.42
Florida,Jackson,32431,4.42
Iowa,Buchanan,52329,4.42
Illinois,Saint Clair,62223,4.41
Ohio,Ashtabula,44082,4.41
Connecticut,Hartford,06026,4.41
Wisconsin,Brown,54126,4.41
North Carolina,Currituck,27941,4.41
Maryland,Calvert,20714,4.41
Massachusetts,Worcester,01611,4.41
Illinois,Champaign,61872,4.41
Illinois,Grundy,60444,4.4
Illinois,McLean,61776,4.4
Iowa,Pottawattamie,51521,4.4
Wisconsin,Sauk,53959,4.4
Ohio,Clark,45368,4.4
Illinois,Cook,60618,4.4
Virginia,Prince William,22191,4.4
Louisiana,Jefferson,70002,4.39
Nebraska,Madison,68715,4.39
Arizona,Gila,85135,4.39
Missouri,Saline,65321,4.39
Arkansas,Pulaski,72207,4.39
New Jersey,Hunterdon,08827,4.39
New York,Queens,11417,4.39
Iowa,Dallas,50323,4.38
Michigan,Livingston,48855,4.38
Iowa,Winneshiek,52132,4.38
California,Riverside,92530,4.38
Nebraska,Saunders,68066,4.38
New York,Suffolk,11975,4.38
Maryland,Prince Georges,20608,4.38
California,Contra Costa,94805,4.38
Michigan,Lapeer,48461,4.38
Colorado,Weld,80612,4.38
Nebraska,Otoe,68417,4.38
Georgia,Fulton,30349,4.38
Iowa,Mitchell,50472,4.38
Georgia,DeKalb,30035,4.38
Georgia,DeKalb,30088,4.38
New York,Bronx,10459,4.37
Illinois,Wayne,62842,4.37
Wisconsin,Kewaunee,54205,4.37
California,Calaveras,95251,4.37
Massachusetts,Hampshire,01073,4.37
Illinois,Adams,62325,4.37
Washington,Clark,98601,4.37
Michigan,Livingston,48836,4.37
Maryland,Prince Georges,20716,4.37
Wisconsin,Marathon,54484,4.37
Illinois,Madison,62249,4.37
Louisiana,Iberville,70772,4.37
Illinois,Saint Clair,62243,4.36
Iowa,Allamakee,52162,4.36
Iowa,Story,50134,4.36
Oregon,Klamath,97737,4.36
Connecticut,Fairfield,06611,4.36
Ohio,Cuyahoga,44017,4.36
Connecticut,New London,06249,4.36
California,San Bernardino,92359,4.36
New York,Bronx,10458,4.36
Michigan,Lapeer,48444,4.35
New York,Westchester,10566,4.35
Ohio,Lawrence,45645,4.35
Iowa,Linn,52336,4.35
Connecticut,Hartford,06060,4.35
Illinois,Lake,60099,4.35
Arizona,Maricopa,85029,4.35
Florida,Brevard,32905,4.35
Iowa,Fayette,52142,4.35
Massachusetts,Worcester,01504,4.35
Iowa,Calhoun,51453,4.35
Iowa,Madison,50222,4.35
Illinois,McLean,61748,4.35
Iowa,Adams,50841,4.35
Massachusetts,Bristol,02746,4.35
Maryland,Saint Marys,20621,4.35
North Dakota,Ward,58781,4.35
Maryland,Baltimore City,21212,4.34
Illinois,Clinton,62293,4.34
New Jersey,Bergen,07407,4.34
Colorado,Mesa,81527,4.34
Virginia,Fauquier,22712,4.34
Florida,Pasco,34610,4.34
New York,Rockland,10964,4.34
Louisiana,Livingston,70726,4.34
Ohio,Logan,43358,4.34
Minnesota,Martin,56039,4.34
Louisiana,Bossier,71111,4.33
California,Yolo,95937,4.33
Connecticut,Hartford,06027,4.33
Florida,Duval,32216,4.33
Wisconsin,Wood,54454,4.33
Illinois,La Salle,60531,4.33
North Dakota,Grand Forks,58267,4.33
Louisiana,Bienville,71045,4.33
Virginia,Orange,22542,4.33
North Carolina,Camden,27973,4.33
Minnesota,Ramsey,55130,4.33
Hawaii,Maui,96770,4.33
Iowa,Pottawattamie,51576,4.33
Florida,Miami-Dade,33187,4.32
Illinois,McLean,61722,4.32
Louisiana,Livingston,70706,4.32
Louisiana,Orleans,70115,4.32
Connecticut,Fairfield,06612,4.32
Illinois,McHenry,60097,4.32
Florida,Liberty,32334,4.32
Illinois,Cook,60018,4.31
South Dakota,Yankton,57067,4.31
Iowa,Calhoun,50561,4.31
New Jersey,Cumberland,08345,4.31
Montana,Granite,59837,4.31
Virginia,Madison,22722,4.31
Illinois,Cook,60025,4.31
Illinois,Vermilion,60960,4.31
Iowa,Washington,52540,4.31
Michigan,Oakland,48320,4.31
Wyoming,Natrona,82644,4.3
Maryland,Garrett,21538,4.3
California,Tehama,96035,4.3
Wisconsin,Milwaukee,53225,4.3
Louisiana,Caddo,71119,4.3
Illinois,La Salle,61358,4.3
Iowa,Plymouth,51028,4.3
Maryland,Baltimore City,21216,4.3
Iowa,Clinton,52037,4.3
Rhode Island,Kent,02889,4.3
Massachusetts,Bristol,02740,4.3
Iowa,Guthrie,50115,4.3
Pennsylvania,Monroe,18466,4.29
Ohio,Hamilton,45002,4.29
Wisconsin,Brown,54115,4.29
Iowa,Jones,52320,4.29
Pennsylvania,Luzerne,18641,4.29
Iowa,Polk,50237,4.29
Virginia,Orange,22567,4.29
Nebraska,Colfax,68629,4.29
Illinois,Champaign,61871,4.29
Florida,Miami-Dade,33183,4.29
New York,Rockland,10960,4.28
New Jersey,Atlantic,08201,4.28
New Jersey,Sussex,07460,4.28
Connecticut,New London,06359,4.28
Massachusetts,Plymouth,02338,4.28
Louisiana,Caddo,71115,4.28
Connecticut,Middlesex,06442,4.28
Connecticut,Hartford,06447,4.28
Wisconsin,Lafayette,53510,4.28
New York,New York,10282,4.28
Iowa,Lee,52627,4.27
Illinois,Peoria,61451,4.27
Maryland,Allegany,21530,4.27
Florida,Marion,34431,4.27
California,San Bernardino,92324,4.27
Connecticut,Middlesex,06412,4.27
Wisconsin,Winnebago,54964,4.27
Missouri,Polk,65710,4.26
Rhode Island,Providence,02830,4.26
Virginia,Fauquier,22720,4.26
Nevada,Clark,89156,4.26
Florida,Duval,32256,4.26
Missouri,Jefferson,63023,4.26
Massachusetts,Essex,01830,4.26
Ohio,Hamilton,45204,4.26
Florida,Putnam,32187,4.26
Ohio,Geauga,44062,4.26
Florida,Wakulla,32327,4.26
Illinois,McLean,61774,4.26
Oklahoma,Oklahoma,73102,4.26
Iowa,Buena Vista,51005,4.26
Maryland,Frederick,21762,4.26
Nebraska,Sarpy,68028,4.25
Ohio,Hamilton,45052,4.25
Ohio,Hamilton,45223,4.25
Louisiana,Caddo,71104,4.25
Louisiana,Lafayette,70508,4.25
Wisconsin,Dodge,53091,4.25
Iowa,Winneshiek,52165,4.25
Georgia,Fulton,30268,4.24
New Jersey,Salem,08067,4.24
Massachusetts,Worcester,01602,4.24
Nebraska,Saunders,68018,4.24
Minnesota,Lyon,56157,4.24
Wisconsin,Marathon,54426,4.24
Connecticut,Fairfield,06903,4.24
Wisconsin,Saint Croix,54027,4.24
New Hampshire,Merrimack,03235,4.24
Arizona,Pima,85705,4.24
Pennsylvania,Lackawanna,18503,4.24
Michigan,Monroe,48179,4.24
Arizona,Cochise,85605,4.24
Iowa,Benton,52354,4.24
Ohio,Mercer,45310,4.24
Washington,Cowlitz,98603,4.24
Florida,Osceola,34769,4.24
Virginia,Hampton City,23666,4.24
New York,Bronx,10460,4.23
Connecticut,New Haven,06461,4.23
Wisconsin,Ozaukee,53097,4.23
Connecticut,New Haven,06488,4.23
Iowa,Warren,50139,4.23
Delaware,Kent,19954,4.23
Wisconsin,Dodge,53006,4.23
Massachusetts,Worcester,01031,4.23
Ohio,Portage,44201,4.23
New York,Rockland,10980,4.23
New Jersey,Morris,07857,4.23
New Jersey,Morris,07885,4.23
Iowa,Cerro Gordo,50477,4.23
Rhode Island,Kent,02893,4.23
Michigan,Wayne,48221,4.22
Massachusetts,Worcester,01331,4.22
Wisconsin,Dane,53559,4.22
Florida,Nassau,32011,4.22
Maryland,Carroll,21791,4.22
New Jersey,Monmouth,07740,4.22
Connecticut,New London,06254,4.22
Massachusetts,Bristol,02771,4.22
North Dakota,Burleigh,58521,4.22
Iowa,Sac,50535,4.22
Florida,Pasco,34669,4.22
New York,Suffolk,11976,4.22
California,San Diego,92102,4.22
Connecticut,Middlesex,06413,4.21
Illinois,Kankakee,60915,4.21
New Hampshire,Merrimack,03268,4.21
Oklahoma,Pontotoc,74820,4.21
Florida,Lee,33971,4.21
California,Kern,93203,4.21
New York,Ulster,12401,4.21
North Carolina,Alamance,27349,4.21
Maryland,Howard,21723,4.21
Illinois,Will,60432,4.21
Connecticut,Litchfield,06798,4.21
Illinois,Lake,60060,4.2
Iowa,Des Moines,52650,4.2
California,Imperial,92231,4.2
Iowa,Jasper,50028,4.2
Florida,Miami-Dade,33155,4.2
Wisconsin,Manitowoc,53015,4.2
Connecticut,New Haven,06478,4.2
New Jersey,Passaic,07442,4.2
Georgia,Laurens,30454,4.2
New York,Suffolk,11956,4.2
New York,Suffolk,11724,4.2
Illinois,Christian,62570,4.2
Iowa,Muscatine,52778,4.2
North Dakota,Williams,58852,4.2
Pennsylvania,Indiana,15765,4.19
Ohio,Clermont,45176,4.19
Oklahoma,McClain,73065,4.19
Connecticut,Fairfield,06883,4.19
Ohio,Madison,43029,4.19
Pennsylvania,Erie,16411,4.19
Ohio,Summit,44305,4.19
Connecticut,Litchfield,06754,4.19
Illinois,Will,60417,4.19
Ohio,Lorain,44054,4.18
Ohio,Darke,45332,4.18
Alabama,Tuscaloosa,35456,4.18
North Carolina,Rowan,28125,4.18
Illinois,Coles,61931,4.18
New York,New York,10037,4.18
Ohio,Sandusky,43431,4.18
Illinois,Randolph,62233,4.18
Oklahoma,Kingfisher,73016,4.18
Iowa,Jones,52205,4.18
Iowa,Sioux,51027,4.18
Florida,Leon,32310,4.17
Arizona,Pima,85745,4.17
Iowa,Johnson,52333,4.17
Pennsylvania,Butler,16050,4.17
Louisiana,Saint Tammany,70461,4.17
Iowa,Dubuque,52033,4.17
Iowa,Keokuk,52591,4.17
Ohio,Putnam,45875,4.17
Iowa,Lee,52624,4.17
California,Calaveras,95249,4.17
North Carolina,Currituck,27950,4.17
Iowa,Mills,51561,4.17
Pennsylvania,Potter,16927,4.17
Massachusetts,Plymouth,02020,4.17
Pennsylvania,Bucks,18933,4.17
Missouri,Cooper,65287,4.17
Minnesota,Mower,55982,4.17
Michigan,Monroe,48159,4.17
Connecticut,Fairfield,06840,4.17
Connecticut,Fairfield,06784,4.16
California,Riverside,92223,4.16
New York,Rockland,10913,4.16
New Jersey,Sussex,07826,4.16
Pennsylvania,Montgomery,19401,4.16
Iowa,Buchanan,50641,4.16
Illinois,Cook,60005,4.16
Florida,Pasco,34690,4.16
Michigan,Monroe,49267,4.16
Iowa,Webster,50530,4.16
Iowa,Sioux,51238,4.16
Massachusetts,Worcester,01005,4.16
Iowa,Sioux,51250,4.15
New Jersey,Ocean,08740,4.15
Tennessee,Fayette,38028,4.15
Florida,Bay,32466,4.15
Rhode Island,Providence,02839,4.15
Iowa,Muscatine,52766,4.15
Iowa,Dallas,50233,4.15
Minnesota,Faribault,56025,4.15
New Jersey,Gloucester,08056,4.15
Illinois,McLean,61736,4.15
Iowa,Shelby,51565,4.15
Ohio,Hamilton,45219,4.15
Iowa,Muscatine,52776,4.15
Florida,Pasco,34653,4.15
Iowa,Palo Alto,51342,4.15
Rhode Island,Providence,02915,4.14
Ohio,Portage,44411,4.14
Maryland,Charles,20677,4.14
Iowa,Clayton,52072,4.14
Illinois,Vermilion,61844,4.14
Illinois,McLean,61753,4.14
Ohio,Wood,44817,4.14
Florida,Duval,32234,4.14
Maryland,Harford,21017,4.14
Iowa,Union,50149,4.14
Arizona,Maricopa,85264,4.14
Iowa,Howard,52136,4.14
Iowa,Buchanan,50682,4.14
Illinois,Adams,62365,4.14
Iowa,Marion,50225,4.14
Wisconsin,Waukesha,53119,4.13
North Dakota,Cass,58064,4.13
Iowa,Benton,52257,4.13
Iowa,Clay,51047,4.13
Iowa,Dallas,50070,4.13
New Jersey,Middlesex,08854,4.13
Florida,Bay,32409,4.13
Ohio,Summit,44310,4.13
New York,Albany,12047,4.13
Iowa,Wright,50599,4.12
Illinois,Macon,62573,4.12
Iowa,Webster,50566,4.12
Iowa,Butler,50670,4.12
Pennsylvania,Franklin,17224,4.12
Iowa,Pottawattamie,51575,4.12
Connecticut,Litchfield,06752,4.12
Maryland,Montgomery,20842,4.12
Ohio,Adams,45679,4.12
Arizona,Maricopa,85033,4.12
Florida,Palm Beach,33476,4.12
Florida,Orange,34761,4.12
New Jersey,Warren,07882,4.11
Iowa,Story,50161,4.11
New Jersey,Camden,08091,4.11
Delaware,Sussex,19968,4.11
Florida,Collier,34142,4.11
North Carolina,Lincoln,28080,4.11
New York,Nassau,11714,4.11
Maryland,Frederick,21727,4.11
Virginia,Alexandria City,22304,4.11
North Carolina,Hoke,28376,4.11
Wisconsin,Lafayette,53516,4.11
Florida,Pinellas,33714,4.11
Iowa,Story,50278,4.11
New York,Albany,12120,4.1
Louisiana,Rapides,71325,4.1
Michigan,Macomb,48065,4.1
Illinois,Winnebago,61103,4.1
Ohio,Warren,45162,4.1
Illinois,Randolph,62272,4.1
Florida,Marion,32617,4.1
Idaho,Jefferson,83434,4.1
Maryland,Anne Arundel,21144,4.1
Florida,Broward,33024,4.1
New York,Saratoga,12871,4.1
Arizona,Yavapai,86320,4.1
Wisconsin,Crawford,54657,4.1
Ohio,Hancock,45868,4.1
California,Tulare,93261,4.1
North Carolina,Currituck,27966,4.09
New Jersey,Salem,08069,4.09
Illinois,DeKalb,60552,4.09
Iowa,Iowa,52301,4.09
New Jersey,Hunterdon,08848,4.09
Pennsylvania,Indiana,15747,4.09
New York,Queens,11369,4.09
California,Butte,95917,4.09
Virginia,Stafford,22554,4.09
Colorado,Arapahoe,80105,4.08
Illinois,McLean,61705,4.08
Missouri,Saint Louis City,63110,4.08
Maryland,Carroll,21776,4.08
Iowa,Carroll,51443,4.08
Illinois,Macon,62544,4.08
Iowa,Iowa,52325,4.08
Kentucky,Campbell,41007,4.08
Pennsylvania,Perry,17040,4.08
New York,Suffolk,11784,4.08
New Jersey,Burlington,08041,4.07
Virginia,Caroline,22538,4.07
Missouri,Cooper,65322,4.07
Illinois,Winnebago,61104,4.07
Iowa,Cass,50274,4.07
Nebraska,Hamilton,68865,4.07
New York,Kings,11226,4.07
New York,Nassau,11096,4.07
Florida,Palm Beach,33426,4.07
Washington,Chelan,98831,4.07
North Dakota,Ward,58701,4.07
Pennsylvania,Franklin,17237,4.06
Louisiana,Ascension,70774,4.06
Oklahoma,Cleveland,73165,4.06
Maryland,Washington,21719,4.06
Iowa,Bremer,50677,4.06
Iowa,Washington,52621,4.06
Louisiana,Saint Tammany,70445,4.06
Illinois,Whiteside,61270,4.06
Iowa,Bremer,50622,4.06
Michigan,Oakland,48070,4.06
Michigan,Oakland,48359,4.06
Nebraska,Colfax,68641,4.05
Illinois,Perry,62238,4.05
Iowa,Bremer,50668,4.05
Wisconsin,Brown,54173,4.05
California,Stanislaus,95386,4.05
New York,Ulster,12458,4.05
Louisiana,Iberville,70776,4.05
Florida,Gadsden,32352,4.05
Virginia,Fauquier,20144,4.05
Illinois,Madison,62046,4.05
Connecticut,Litchfield,06777,4.05
Maryland,Washington,21740,4.05
Michigan,Livingston,48137,4.05
Illinois,Saint Clair,62289,4.05
Missouri,Saint Louis City,63111,4.05
Michigan,Oakland,48350,4.05
Connecticut,Middlesex,06423,4.05
Alabama,Baldwin,36576,4.04
New Jersey,Warren,07823,4.04
Connecticut,New London,06335,4.04
Florida,Marion,32195,4.04
Maryland,Montgomery,20906,4.04
Ohio,Union,43344,4.04
Wisconsin,Green,53521,4.04
Rhode Island,Providence,02914,4.04
Massachusetts,Hampden,01118,4.04
Wisconsin,Jefferson,53038,4.04
New York,Nassau,11577,4.04
Illinois,Cook,60805,4.03
Iowa,Webster,50594,4.03
Virginia,Rockingham,22831,4.03
Florida,Miami-Dade,33014,4.03
Pennsylvania,Allegheny,15201,4.03
Virginia,Culpeper,22733,4.03
Indiana,Jay,47326,4.03
New Hampshire,Grafton,03741,4.03
Maryland,Anne Arundel,21060,4.03
Louisiana,Rapides,71424,4.03
Illinois,Henry,61274,4.03
Illinois,Adams,62320,4.03
Ohio,Mercer,45883,4.03
Maryland,Baltimore City,21201,4.03
Illinois,Clinton,62230,4.03
Massachusetts,Middlesex,02145,4.03
North Carolina,Wake,27601,4.02
Florida,Lee,33905,4.02
Illinois,DuPage,60523,4.02
Wisconsin,Waupaca,54983,4.02
Iowa,Mahaska,52561,4.02
New Jersey,Essex,07040,4.02
Delaware,New Castle,19804,4.02
New Jersey,Passaic,07438,4.02
California,Contra Costa,94806,4.02
New Jersey,Essex,07052,4.02
Illinois,Adams,62360,4.02
Florida,Hillsborough,33567,4.02
California,Riverside,92548,4.02
Ohio,Hamilton,45213,4.02
North Dakota,Williams,58849,4.02
Rhode Island,Providence,02903,4.02
Nevada,Clark,89015,4.02
Kentucky,Campbell,41001,4.02
Iowa,Polk,50316,4.02
Washington,Thurston,98530,4.01
Massachusetts,Bristol,02703,4.01
Massachusetts,Worcester,01540,4.01
New York,Nassau,11552,4.01
Pennsylvania,Perry,17047,4.01
Wisconsin,Manitowoc,54228,4.01
New York,Monroe,14506,4.01
Michigan,Wayne,48122,4.01
Iowa,Obrien,51058,4.01
North Dakota,Richland,58041,4.01
Iowa,Johnson,52338,4.01
Illinois,Peoria,61607,4.01
New York,Orange,10963,4
Iowa,Boone,50036,4
Massachusetts,Worcester,01515,4
Iowa,Polk,50169,4
Illinois,Peoria,61528,4
Virginia,Stafford,22405,4
Illinois,Tazewell,61610,4
Florida,Miami-Dade,33165,4
Delaware,Sussex,19933,4
Ohio,Lorain,44049,4
Illinois,Christian,62531,4
Iowa,Taylor,50848,4
Washington,Stevens,99137,4
Iowa,Floyd,50653,4
Illinois,Cook,60633,4
Ohio,Hamilton,45225,4
Michigan,Oakland,48302,4
Virginia,Prince William,22025,4
New York,Nassau,11756,3.99
California,Kern,93250,3.99
Michigan,Oakland,48357,3.99
Minnesota,Rice,55046,3.99
Illinois,Cook,60630,3.99
Ohio,Portage,44412,3.99
New York,Rockland,10952,3.99
Kentucky,Calloway,42020,3.99
Ohio,Stark,44688,3.99
Utah,Box Elder,84324,3.99
Iowa,Plymouth,51024,3.99
Iowa,Hardin,50672,3.99
Louisiana,Rapides,71405,3.99
Arizona,Pinal,85143,3.98
New Mexico,Bernalillo,87121,3.98
Maryland,Saint Marys,20628,3.98
Illinois,Macon,62513,3.98
California,San Bernardino,92284,3.98
Illinois,Sangamon,62520,3.98
North Carolina,Randolph,27355,3.98
Iowa,Linn,52202,3.98
Iowa,Des Moines,52623,3.98
Michigan,Washtenaw,48158,3.98
Maryland,Cecil,21918,3.98
New York,Queens,11416,3.98
Iowa,Jackson,52031,3.98
Arizona,Pinal,85139,3.98
Michigan,Lapeer,48421,3.98
Pennsylvania,Indiana,16256,3.98
Maryland,Prince Georges,20740,3.98
Florida,Osceola,34773,3.97
Ohio,Mahoning,44442,3.97
Illinois,Saint Clair,62208,3.97
Pennsylvania,McKean,16744,3.97
Oklahoma,McCurtain,74728,3.97
Florida,Saint Lucie,34951,3.97
Kentucky,Ballard,42056,3.97
North Dakota,Ramsey,58301,3.97
Michigan,Lapeer,48464,3.97
Wisconsin,Waupaca,54945,3.96
Illinois,Peoria,61616,3.96
Florida,Palm Beach,33428,3.96
Arizona,Maricopa,85014,3.96
Pennsylvania,Dauphin,17030,3.96
Connecticut,Middlesex,06422,3.96
Pennsylvania,Westmoreland,15647,3.96
California,San Diego,92059,3.96
Louisiana,Lafayette,70518,3.96
North Carolina,Mecklenburg,28203,3.96
New York,Nassau,11568,3.96
Wisconsin,Green,53574,3.96
Michigan,Oakland,48342,3.96
Massachusetts,Hampden,01089,3.96
Illinois,Christian,62567,3.95
Pennsylvania,Luzerne,18643,3.95
Louisiana,Iberville,70740,3.95
Maryland,Dorchester,21677,3.95
New Hampshire,Strafford,03835,3.95
Rhode Island,Kent,02888,3.95
Massachusetts,Bristol,02780,3.95
Ohio,Stark,44608,3.95
Florida,Manatee,34221,3.95
Louisiana,Orleans,70119,3.95
Illinois,Tazewell,61611,3.95
Minnesota,Otter Tail,56533,3.95
Texas,Taylor,79530,3.95
Illinois,Saint Clair,62221,3.95
Delaware,Sussex,19963,3.95
Tennessee,Davidson,37189,3.94
Illinois,Clinton,62219,3.94
Illinois,McHenry,60102,3.94
Florida,Osceola,34746,3.94
New York,Ulster,12589,3.94
Maine,Penobscot,04422,3.94
Nevada,Clark,89081,3.94
Illinois,Tazewell,61550,3.94
Ohio,Summit,44307,3.94
Wisconsin,Dane,53532,3.94
Michigan,Oakland,48220,3.94
Georgia,Lowndes,31641,3.94
Michigan,Bay,48634,3.94
Maryland,Baltimore,21222,3.94
Ohio,Montgomery,45405,3.94
New Jersey,Atlantic,08402,3.94
Illinois,Cook,60430,3.94
New Jersey,Passaic,07420,3.94
Delaware,New Castle,19706,3.93
Illinois,Madison,62074,3.93
Massachusetts,Hampshire,01050,3.93
Iowa,Fayette,52169,3.93
Missouri,Saint Louis,63143,3.93
Connecticut,New Haven,06473,3.93
Wisconsin,Milwaukee,53223,3.93
Iowa,Delaware,52057,3.93
California,San Diego,92083,3.93
Florida,Palm Beach,33411,3.93
Wisconsin,Wood,54410,3.93
Iowa,Iowa,52347,3.93
Florida,Broward,33063,3.93
New York,Suffolk,11778,3.93
Illinois,Tazewell,61534,3.93
Ohio,Wood,43511,3.93
Louisiana,Caddo,71118,3.93
Iowa,Buena Vista,50568,3.93
California,Fresno,93646,3.92
Ohio,Hamilton,45202,3.92
New York,Bronx,10466,3.92
New York,Kings,11210,3.92
Connecticut,Windham,06281,3.92
Utah,Box Elder,84306,3.92
Massachusetts,Hampden,01010,3.92
Ohio,Geauga,44072,3.92
Ohio,Summit,44216,3.92
New Hampshire,Hillsborough,03060,3.92
Massachusetts,Worcester,01535,3.92
New Jersey,Hudson,07307,3.92
Minnesota,Dodge,55985,3.92
Virginia,Suffolk City,23432,3.92
New Jersey,Warren,07832,3.92
New Jersey,Ocean,08087,3.92
Georgia,Wilcox,31072,3.92
Ohio,Logan,43319,3.92
South Carolina,Richland,29204,3.92
Iowa,Fayette,52175,3.92
Ohio,Montgomery,45404,3.92
Ohio,Summit,44312,3.91
Ohio,Lucas,43616,3.91
New Jersey,Middlesex,07095,3.91
New Jersey,Atlantic,08203,3.91
Alabama,Tuscaloosa,35401,3.91
California,Merced,95333,3.91
Missouri,Saint Louis City,63104,3.91
Illinois,Boone,61011,3.91
Oklahoma,Leflore,74940,3.91
Colorado,Larimer,80547,3.91
South Carolina,Beaufort,29910,3.91
Iowa,Pottawattamie,51548,3.91
Maryland,Howard,21075,3.91
California,Tuolumne,95329,3.91
Illinois,Whiteside,61081,3.91
Florida,Broward,33317,3.91
Connecticut,Litchfield,06058,3.91
Iowa,Fremont,51652,3.91
Ohio,Ottawa,43468,3.91
Iowa,Adair,50849,3.91
Arkansas,Benton,72768,3.9
Ohio,Wood,43413,3.9
Louisiana,Ascension,70769,3.9
New Jersey,Middlesex,08817,3.9
Delaware,Sussex,19966,3.9
Wisconsin,Saint Croix,54025,3.9
Illinois,Coles,61912,3.9
Illinois,Effingham,62424,3.89
South Carolina,Charleston,29426,3.89
Minnesota,Clay,56585,3.89
Illinois,Marion,62881,3.89
Ohio,Butler,45053,3.89
Virginia,Fairfax,22044,3.89
North Dakota,Grand Forks,58228,3.89
New York,Queens,11693,3.89
Ohio,Franklin,43206,3.89
Alaska,Fairbanks North Star,99712,3.89
Nebraska,Burt,68061,3.89
Massachusetts,Norfolk,02343,3.89
Iowa,Humboldt,50520,3.88
Pennsylvania,Westmoreland,15687,3.88
Iowa,Dubuque,52056,3.88
Tennessee,Fayette,38076,3.88
New Jersey,Essex,07042,3.88
New Jersey,Salem,08079,3.88
Florida,Manatee,34207,3.88
Florida,Duval,32221,3.88
Iowa,Black Hawk,50651,3.88
Illinois,DuPage,60126,3.88
Illinois,Fulton,61432,3.88
Virginia,Virginia Beach City,23457,3.88
California,Sonoma,95419,3.88
Illinois,Kankakee,60914,3.88
New York,Nassau,11590,3.88
Minnesota,Clay,56546,3.88
Kentucky,Kenton,41063,3.88
California,Plumas,95923,3.88
Pennsylvania,Huntingdon,16634,3.88
Massachusetts,Middlesex,01850,3.88
Louisiana,De Soto,71049,3.88
New York,Queens,11418,3.87
Rhode Island,Providence,02919,3.87
New Jersey,Atlantic,08340,3.87
Iowa,Worth,50459,3.87
Connecticut,Tolland,06071,3.87
Oklahoma,Comanche,73557,3.87
Alabama,Tuscaloosa,35452,3.87
Ohio,Clermont,45122,3.87
Iowa,Pottawattamie,51559,3.87
Florida,Duval,32220,3.87
North Dakota,Bottineau,58318,3.87
Illinois,Cook,60558,3.87
Massachusetts,Worcester,01092,3.86
Iowa,Davis,52584,3.86
Nebraska,Saunders,68050,3.86
Louisiana,Jefferson,70003,3.86
Arizona,Maricopa,85018,3.86
Iowa,Dallas,50263,3.86
Oklahoma,Comanche,73505,3.86
Florida,Pasco,34655,3.86
Maryland,Montgomery,20904,3.86
Illinois,Saint Clair,62206,3.86
Virginia,Spotsylvania,22408,3.86
Nebraska,Cuming,68716,3.86
New Jersey,Morris,07034,3.86
Iowa,Clayton,52076,3.86
Florida,Miami-Dade,33185,3.86
Wisconsin,Clark,54488,3.86
New York,Suffolk,11931,3.86
Ohio,Stark,44714,3.86
Massachusetts,Worcester,01566,3.86
Illinois,Saint Clair,62285,3.86
Ohio,Medina,44254,3.86
Wisconsin,Dane,53560,3.85
Florida,Hamilton,32096,3.85
Illinois,Kane,60124,3.85
Iowa,Marshall,50162,3.85
California,San Bernardino,92372,3.85
Wisconsin,Racine,53108,3.85
Wisconsin,Dane,53597,3.85
Ohio,Portage,44266,3.85
Michigan,Ingham,49264,3.85
Illinois,Cook,60076,3.85
New York,Queens,11428,3.85
Ohio,Darke,45351,3.85
Kentucky,Meade,40117,3.85
Illinois,Whiteside,61277,3.85
Kansas,Jefferson,66060,3.85
Wisconsin,Dodge,53922,3.85
North Dakota,Barnes,58461,3.85
Illinois,Woodford,61570,3.85
Iowa,Palo Alto,50562,3.85
Florida,Hillsborough,33563,3.85
Massachusetts,Worcester,01562,3.84
Illinois,Peoria,61525,3.84
New Jersey,Passaic,07421,3.84
New Jersey,Middlesex,07001,3.84
Florida,Broward,33324,3.84
California,Stanislaus,95358,3.84
Maryland,Prince Georges,20705,3.84
Iowa,Audubon,50076,3.84
California,Imperial,92227,3.84
Ohio,Logan,43347,3.84
Pennsylvania,Monroe,18346,3.84
Maryland,Charles,20693,3.84
